Map: Time, Date
spy:	22.9,	2019-02-23 06:39:28
Run_Aim:	168.4,	2019-02-23 07:32:16
Ultranova:	1932.98,	2019-02-23 22:35:40
Besbex:	359.34,	2019-02-24 06:11:16
[SI] INSTINCT:	92.84,	2019-02-24 17:37:08
[SI] LAVITA:	106.3,	2019-02-24 18:27:18
Lonely:	115.88,	2019-02-24 19:55:13
Just2Easy:	104.24,	2019-02-24 20:35:35
DoomWorld:	430.88,	2019-02-25 15:05:54
valentees:	324.34,	2019-02-25 19:10:41
Agony:	1250.0,	2019-02-25 21:42:45
Diamond Mine:	40.86,	2019-02-26 01:17:13
Fairy Land:	717.64,	2019-02-26 23:49:43
R.I.P:	163.46,	2019-02-27 02:05:20
CYO:	21.0,	2019-02-27 20:45:28
skynet9:	204.24,	2019-02-28 18:48:49
BlackBear5:	16.36,	2019-03-01 07:53:48
Verification 9.1:	74.8,	2019-03-01 12:42:30
BlackBear4:	15.94,	2019-03-01 13:23:26
BlackBear3:	8.7,	2019-03-01 13:33:20
Mini Zero II:	112.48,	2019-03-01 14:30:35
Mini Zero:	104.14,	2019-03-01 14:47:35
Hopeless:	52.66,	2019-03-01 15:01:03
run_4abydos:	21.36,	2019-03-01 15:52:00
Felian:	262.84,	2019-03-01 18:31:46
At Sundown:	1115.56,	2019-03-03 21:28:45
Lonely Swim 9.0:	27.42,	2019-03-03 22:22:09
Zadrotos_final:	2320.4,	2019-03-04 14:18:14
Skyisland3:	732.28,	2019-03-04 15:26:40
Flyppi:	1352.38,	2019-03-05 17:02:29
Lonely Swim 4:	22.1,	2019-03-07 09:21:23
A Strange Dream:	664.5,	2019-03-08 00:06:06
Grim Reaper:	1213.94,	2019-03-08 12:14:48
The Rapture:	1428.14,	2019-03-08 17:22:58
Verification 2:	22.38,	2019-03-08 18:25:01
Lonely Swim 3:	32.88,	2019-03-09 05:03:05
Casthere:	98.38,	2019-03-09 09:29:11
Short Sky:	13.44,	2019-03-09 13:29:43
Sunburst2:	77.42,	2019-03-09 13:52:16
Safe Place:	63.38,	2019-03-09 14:16:14
Joyride 2:	68.5,	2019-03-10 07:39:15
Epinephrine:	307.36,	2019-03-11 16:19:36
Zadrotos 4:	79.7,	2019-03-11 23:21:30
Plocky:	81.14,	2019-03-12 13:47:40
PetJack:	165.64,	2019-03-12 15:41:44
Dry Valley:	869.32,	2019-03-12 22:54:47
Milthrid Core:	521.36,	2019-03-13 03:56:52
Late Evening:	26.52,	2019-03-13 12:28:27
IMA NINJA:	146.5,	2019-03-13 13:50:33
Impulse_01:	21.02,	2019-03-15 16:41:37
Ecstasy:	613.98,	2019-03-16 16:35:35
Energie:	739.42,	2019-03-16 23:09:37
Zadrotos 1:	450.32,	2019-03-18 00:08:30
Intense 1.0:	123.44,	2019-03-18 02:14:53
Dummy Chamber 3:	102.68,	2019-03-19 12:57:41
Nettex:	70.1,	2019-03-19 19:40:33
Aim 8.0:	815.8,	2019-03-20 00:22:12
Regen:	910.98,	2019-03-20 17:53:25
Regen 3:	908.92,	2019-03-22 18:10:19
QuintessenZ:	1191.3,	2019-03-22 20:58:25
Madrigal:	358.78,	2019-03-22 23:21:38
Aviate:	510.72,	2019-03-23 01:46:59
LuckyStrike:	398.2,	2019-03-23 02:37:28
DarkSpy:	523.54,	2019-03-23 04:50:14
Scabrous 2:	1639.92,	2019-03-23 17:41:46
Space Climb:	167.78,	2019-03-24 06:27:59
Geneque:	168.18,	2019-03-24 19:24:46
The Joke 3:	1017.38,	2019-03-25 16:56:09
S-Race 2:	167.12,	2019-03-28 03:47:53
Paradise:	139.92,	2019-03-28 21:35:06
Blue Hell:	426.06,	2019-03-31 17:43:16
Against the Current:	98.12,	2019-03-31 22:49:40
Masquerade:	1299.22,	2019-04-03 12:24:01
Verification 3.1:	47.8,	2019-04-04 08:02:34
Is it Real:	1505.52,	2019-04-04 14:22:38
Verification 3.5:	19.48,	2019-04-04 16:01:16
Insane 3:	1114.68,	2019-04-04 19:44:06
Yoko 4.1:	141.64,	2019-04-05 00:32:54
nullptr:	406.16,	2019-04-05 14:55:55
ResidentSS:	1450.3,	2019-04-05 18:44:45
Castle of Glass:	221.2,	2019-04-06 22:10:00
Network:	281.48,	2019-04-07 08:17:35
ghbdtn:	212.22,	2019-04-07 15:40:57
-JustDoIt-:	901.8,	2019-04-07 20:34:11
DetrimentalFactor:	153.02,	2019-04-08 16:30:11
Hulk:	92.54,	2019-04-09 16:22:33
Past:	612.62,	2019-04-10 20:23:08
Pataros:	286.02,	2019-04-11 04:16:04
Tropical Drag:	298.3,	2019-04-11 05:46:08
Aim 11.0:	693.68,	2019-04-12 17:29:55
run_2rocketstwo:	52.7,	2019-04-13 01:36:39
Purple Panic 3:	379.84,	2019-04-13 03:42:20
Frats 2:	256.54,	2019-04-13 18:01:13
Fly to the Legends:	205.76,	2019-04-13 20:09:12
Bullet Master:	45.44,	2019-04-14 10:35:56
Hardcore 11:	683.36,	2019-04-14 15:08:33
Soft:	157.6,	2019-04-14 20:11:20
Baby Aim 1.0:	431.32,	2019-04-15 21:15:49
Baby Aim 2.0:	372.78,	2019-04-16 18:16:26
Wave:	525.84,	2019-04-17 05:35:07
Caldera:	536.08,	2019-04-17 23:16:01
run_galaxy:	182.06,	2019-04-18 21:17:57
SpongeBob 2:	735.06,	2019-04-19 02:14:13
Genericore 1:	542.46,	2019-04-19 19:13:06
run_hot_or_not:	62.0,	2019-04-19 20:36:10
Generic Hell 2:	5037.48,	2019-04-20 14:20:36
Cool:	76.06,	2019-04-20 19:31:46
Camouflage:	57.94,	2019-04-20 20:20:24
HDP_Gajos9:	85.82,	2019-04-21 00:40:27
Crystal Maze:	272.84,	2019-04-21 01:41:53
ttgtgttg:	281.72,	2019-04-22 14:43:17
Runaway:	1184.4,	2019-04-22 17:44:04
Aim 6.0:	763.4,	2019-04-22 22:59:54
Lockdown:	1160.52,	2019-04-23 01:44:46
Draxut:	232.28,	2019-04-23 16:05:10
Jailbreak 1:	571.78,	2019-04-23 21:53:05
Limitless:	261.04,	2019-04-26 20:18:00
Entei:	208.64,	2019-04-26 20:50:52
The Fusion:	471.36,	2019-04-26 23:26:45
DarkRoad:	461.52,	2019-04-26 23:55:04
Gibson:	469.82,	2019-04-27 14:57:26
SpookyDrag:	285.54,	2019-04-27 22:48:10
Baby Aim 3.0:	425.8,	2019-04-28 23:40:28
GreenAde:	121.22,	2019-04-29 19:53:50
Jumper:	33.24,	2019-04-30 12:51:36
Mirror:	81.0,	2019-05-01 16:13:43
Catch the Colors:	262.42,	2019-05-01 19:33:02
Increase:	715.38,	2019-05-03 02:19:16
Wormhole:	13.56,	2019-05-03 08:53:09
SoManyStars:	38.82,	2019-05-03 15:54:12
Flying in the Sky:	483.86,	2019-05-03 16:47:40
Difficult 1.2:	693.58,	2019-05-04 04:32:33
Pentamine:	588.72,	2019-05-04 17:54:44
Aim 9.0:	685.6,	2019-05-04 19:32:19
Just_Shotgun:	38.68,	2019-05-07 12:53:28
Stronghold:	320.44,	2019-05-09 01:20:49
Flux:	308.92,	2019-05-09 02:14:52
Dark Descent:	2120.22,	2019-05-10 01:53:52
Nucl:	417.22,	2019-05-10 19:04:06
Intense 2.0:	34.3,	2019-05-10 22:33:18
gendum:	72.32,	2019-05-11 17:53:26
Naufrage 2:	842.88,	2019-05-13 18:44:46
Skychase 2:	433.5,	2019-05-14 13:14:05
Next 2:	477.86,	2019-05-14 15:09:39
Genereatron:	888.36,	2019-05-15 16:01:05
Chevtzo:	1282.94,	2019-05-15 19:26:47
Back in the sky:	3435.88,	2019-05-16 01:24:50
Chained:	239.86,	2019-05-16 11:18:35
piViq:	335.04,	2019-05-18 21:38:07
Yin&Yang:	481.84,	2019-05-18 22:44:21
Cigarette:	540.72,	2019-05-18 23:15:41
Dream 1 V2:	581.04,	2019-05-19 16:49:09
Introduction:	68.62,	2019-05-19 20:31:51
Humpalumpa 2:	885.98,	2019-05-19 21:01:49
Panic Paradise:	414.4,	2019-05-20 13:19:26
Chaos 3:	386.66,	2019-05-21 16:45:25
kipling:	93.08,	2019-05-21 21:31:45
Chill Let's Climb 2:	1254.14,	2019-05-23 23:59:40
run_hard_hell:	357.14,	2019-05-24 07:24:38
skynet6:	145.44,	2019-05-24 15:55:48
Adrenaline 4:	16147.0,	2019-05-24 17:49:16
Hop:	12.86,	2019-05-24 21:41:28
SimplePlay:	21.0,	2019-05-25 14:43:52
SimplePlay 2:	20.92,	2019-05-25 15:08:27
SimplePlay 3:	22.5,	2019-05-25 15:37:07
SimplePlay 4:	6.96,	2019-05-25 15:50:58
Excast 2:	282.64,	2019-05-25 16:11:29
Grey 1:	28.32,	2019-05-25 16:41:37
Pathway:	70.26,	2019-05-25 16:59:54
Pathway 2:	32.84,	2019-05-25 17:31:36
Pathway 3:	24.12,	2019-05-25 18:08:19
Pathway 4:	21.32,	2019-05-25 18:26:37
GTF 1:	171.06,	2019-05-25 19:06:03
Get The Gifts:	212.56,	2019-05-25 19:23:20
Spectrus I:	196.06,	2019-05-25 19:52:28
Unlimited:	290.02,	2019-05-27 23:32:48
Chill Let's Climb 3:	1303.12,	2019-05-29 09:51:41
Burger:	140.62,	2019-05-29 18:37:39
Jailbreak 7:	670.38,	2019-05-30 17:23:50
Poke:	147.26,	2019-05-30 22:00:10
P2Z_Eclipse:	1328.7,	2019-05-31 01:01:22
Venture 2:	177.64,	2019-06-01 23:30:03
Multimap:	490.28,	2019-06-02 03:27:24
Senani:	309.66,	2019-06-02 13:32:25
Rocky Horror Fly:	214.12,	2019-06-02 13:59:19
Deadline 2:	963.6,	2019-06-04 22:13:20
Espace:	1079.0,	2019-06-05 01:22:22
Planet Mars:	606.22,	2019-06-06 15:20:31
Stoned. 2:	466.28,	2019-06-06 15:50:56
Fox:	178.86,	2019-06-07 02:31:09
Heartcore II:	3694.04,	2019-06-07 08:10:40
Excast 5:	221.7,	2019-06-07 21:54:55
Lifture:	339.42,	2019-06-11 12:54:48
Chill Let's Climb:	385.62,	2019-06-11 14:55:02
Where am I:	35.5,	2019-06-12 14:32:53
CandyLand:	201.6,	2019-06-12 16:22:43
Neon 1:	1453.22,	2019-06-12 21:14:54
aled:	210.58,	2019-06-13 02:55:04
Theory Of Fail:	79.08,	2019-06-14 06:49:54
Disposition:	57.52,	2019-06-14 11:01:01
Hope 2:	405.26,	2019-06-15 21:39:38
Boo!:	423.96,	2019-06-16 13:55:35
BlackBear7:	10.72,	2019-06-17 13:25:30
FastRun:	85.7,	2019-06-17 15:21:54
SkipIt2:	7.92,	2019-06-18 13:24:27
Provence:	50.78,	2019-06-18 14:57:44
VoidOfSpace:	116.34,	2019-06-18 15:15:11
himmel 2:	440.46,	2019-06-18 17:00:07
KitKat 1:	309.58,	2019-06-18 18:55:07
MagiK:	313.28,	2019-06-18 19:02:26
KitKat 2:	393.16,	2019-06-18 19:22:32
Difficult 2.2:	472.36,	2019-06-19 04:51:47
Level:	721.04,	2019-06-19 23:14:20
Difficult 2.3:	1046.6,	2019-06-20 02:20:47
Firedelay:	215.4,	2019-06-20 13:14:53
Josen:	786.26,	2019-06-20 19:06:10
HappyEaster:	536.06,	2019-06-20 23:20:14
DayWalker:	598.22,	2019-06-21 00:11:36
Eclipse:	832.0,	2019-06-21 01:19:06
Google:	896.14,	2019-06-21 02:28:01
FaCe:	392.64,	2019-06-21 10:13:44
Difficult 2.1:	314.7,	2019-06-21 19:17:29
#MegaRosenkohl:	1212.1,	2019-06-22 14:21:44
Try Again:	159.54,	2019-06-22 15:24:14
SomewhereDistant:	192.4,	2019-06-22 16:20:54
Dust:	587.66,	2019-06-22 16:51:14
Holiday Adventure:	501.74,	2019-06-22 23:57:51
Construction I:	784.24,	2019-06-23 00:30:12
Jumanji:	934.42,	2019-06-23 02:00:23
Doable:	249.68,	2019-06-23 02:58:34
NUT_short_race5:	22.16,	2019-06-23 03:57:51
Everlast:	367.62,	2019-06-23 13:59:44
Green Race:	243.98,	2019-06-23 14:22:03
Challenge:	905.88,	2019-06-23 20:12:23
Aequilibrium:	665.56,	2019-06-23 21:56:08
Relief:	370.5,	2019-06-24 01:14:31
Koule 3:	68.56,	2019-06-26 15:34:54
Zadrotos 3:	1293.02,	2019-06-26 16:49:29
Lygerastia:	694.1,	2019-06-26 22:24:18
The Shire:	435.78,	2019-06-27 00:20:50
Hyper 2:	162.56,	2019-06-27 05:52:39
Hyper:	122.3,	2019-06-27 06:08:24
Dreadful:	1401.12,	2019-06-27 15:44:47
Dummy 2:	84.74,	2019-06-27 16:30:07
Picklock:	1070.66,	2019-06-27 17:07:49
Bizarre Untold:	1975.08,	2019-06-28 04:18:59
The Joke 2:	864.48,	2019-06-30 16:08:04
Top 1:	77.0,	2019-06-30 21:49:48
Dead:	675.82,	2019-06-30 23:05:29
Atticus Compilation:	1231.58,	2019-07-01 17:18:59
Impulse_03:	38.94,	2019-07-01 18:53:00
LowPossibility3.1:	1273.52,	2019-07-02 23:49:29
Dry Lagoon:	336.14,	2019-07-03 11:26:09
MysteryCompound:	341.26,	2019-07-03 11:35:57
Banta:	220.94,	2019-07-03 11:54:51
Koule 17:	796.62,	2019-07-03 18:01:20
Killa 3:	377.16,	2019-07-05 23:11:34
Black & Red:	1085.06,	2019-07-06 14:04:45
Wonderland:	261.04,	2019-07-06 18:22:34
Slime:	326.1,	2019-07-06 18:46:33
Eclipsis:	1402.18,	2019-07-06 23:18:35
Toxic:	621.84,	2019-07-09 17:28:26
ddrace_loop:	846.5,	2019-07-09 22:23:08
CrazyHOOD:	403.76,	2019-07-10 00:33:17
Synergy:	664.26,	2019-07-10 01:20:31
Multivitamin:	1320.86,	2019-07-10 18:27:54
Alaska:	709.7,	2019-07-10 20:00:58
Herbstzeitlose:	155.46,	2019-07-11 11:05:36
Golden:	226.58,	2019-07-13 17:41:05
MapleSyrup:	635.98,	2019-07-13 18:47:59
Race_Sanktoras:	474.3,	2019-07-14 00:07:27
Generic World:	3613.76,	2019-07-14 19:37:46
Ray - 2:	166.34,	2019-07-15 01:09:23
Regen 2:	803.02,	2019-07-15 18:23:21
aled II:	109.2,	2019-07-15 20:56:55
Beachmap:	1280.16,	2019-07-16 13:49:11
Canyon:	319.38,	2019-07-16 18:03:32
Daghestan:	71.38,	2019-07-17 11:32:11
Pace:	80.04,	2019-07-17 19:55:57
Easy Edge:	137.2,	2019-07-18 22:05:44
Universum 16:	161.02,	2019-07-19 16:03:34
Inception:	1925.56,	2019-07-20 18:08:40
run_brown:	42.66,	2019-07-20 21:01:00
Firestone:	283.82,	2019-07-20 21:26:17
Falling Down:	1859.88,	2019-07-21 15:32:36
007 - 2:	137.68,	2019-07-21 16:29:51
Stronghold 3:	692.58,	2019-07-21 20:45:59
Revival:	997.14,	2019-07-21 22:43:59
Four Gates:	777.26,	2019-07-22 12:35:10
Punica:	1396.78,	2019-07-22 15:24:44
The Uns:	765.26,	2019-07-23 16:52:35
Tee Legends 2:	27.74,	2019-07-24 09:05:32
Bubbles:	905.1,	2019-07-24 15:30:24
Nalar:	507.56,	2019-07-24 16:17:10
Heaven-time:	56.76,	2019-07-25 01:38:51
Sooth:	1215.0,	2019-07-25 16:50:25
Stacked:	155.04,	2019-07-25 17:02:44
Aimlicious:	1245.7,	2019-07-25 17:20:23
run_from_ice_to_grass:	85.26,	2019-07-26 15:01:20
PurpleViolence:	425.9,	2019-07-26 15:54:44
Memento mori:	625.4,	2019-07-27 09:28:07
Microlity:	236.38,	2019-07-28 05:36:06
Puzzle Box:	50.76,	2019-07-29 05:42:22
secreT:	244.32,	2019-07-29 14:58:57
Redemption:	588.24,	2019-07-30 07:14:47
Anim:	87.24,	2019-07-30 21:14:22
Gorou:	15.76,	2019-07-31 09:01:24
Verification 3.8:	71.46,	2019-07-31 09:18:25
Verification 2.1:	22.54,	2019-08-01 11:30:58
Frats 1:	467.8,	2019-08-01 17:47:46
JustGeneric:	456.12,	2019-08-01 18:42:05
miA:	155.6,	2019-08-01 19:18:50
WoodDivision V:	801.12,	2019-08-01 23:20:06
navii:	82.08,	2019-08-03 13:04:13
TOPOS:	62.12,	2019-08-03 18:22:40
Freezejump:	63.92,	2019-08-03 18:44:31
Sunburst:	46.24,	2019-08-04 07:01:02
Skepsis:	76.94,	2019-08-04 07:34:55
Whitemoon:	94.76,	2019-08-04 07:59:57
Dust's Leaf:	69.54,	2019-08-04 10:46:47
BoX:	261.02,	2019-08-04 15:48:51
Verification 3.3:	30.92,	2019-08-04 19:29:27
sense:	194.68,	2019-08-05 17:46:09
Delension:	41.8,	2019-08-05 22:09:55
Cequals3:	42.74,	2019-08-06 08:23:24
DarkEagle:	110.28,	2019-08-06 11:16:35
Cocaine:	510.18,	2019-08-06 11:30:01
NUT_hardcore_bestof:	485.64,	2019-08-06 16:02:05
Threesome:	661.96,	2019-08-07 01:41:01
R2D2:	381.32,	2019-08-07 16:41:14
JungleRabies:	272.64,	2019-08-07 23:24:31
Samsara III:	377.58,	2019-08-08 00:01:48
Allround:	118.5,	2019-08-08 16:56:13
4of4:	48.12,	2019-08-08 19:30:13
Grandpa:	348.4,	2019-08-09 04:13:51
Reload 3:	544.96,	2019-08-09 16:56:32
moondrag:	136.44,	2019-08-09 18:20:58
Noh:	89.74,	2019-08-09 18:23:10
3of4:	62.26,	2019-08-09 18:42:07
2of4:	46.26,	2019-08-09 19:01:48
1of4:	46.44,	2019-08-09 20:14:46
Hell's Castle:	46.48,	2019-08-10 05:59:01
Flamara:	174.44,	2019-08-10 07:38:21
Enormous:	88.58,	2019-08-10 07:55:38
Duodecimo:	396.78,	2019-08-10 10:44:59
DarkMove:	145.58,	2019-08-10 12:59:56
The Space Station:	126.3,	2019-08-10 18:28:09
Adrenaline:	1681.2,	2019-08-11 20:50:51
whitehell:	1764.38,	2019-08-12 20:06:23
.Background':	340.14,	2019-08-14 00:01:22
Frostbite:	142.52,	2019-08-14 00:30:27
HeyYa:	208.96,	2019-08-14 00:43:28
Hardstyle 3:	811.64,	2019-08-14 17:42:26
Cultist:	148.46,	2019-08-14 19:07:12
Propagate:	73.26,	2019-08-14 19:24:07
Heroic:	188.72,	2019-08-14 21:21:56
FreeZe:	314.2,	2019-08-14 21:34:00
Creative:	373.16,	2019-08-14 22:02:40
X-Cross:	395.64,	2019-08-14 22:46:31
TsinmaS:	161.86,	2019-08-14 23:12:12
84:	381.72,	2019-08-14 23:28:22
ATLAS:	313.24,	2019-08-14 23:45:00
Icy Morning:	322.32,	2019-08-15 22:14:28
Icy Mountain:	281.34,	2019-08-15 22:48:36
illusion:	387.94,	2019-08-15 22:56:19
JustMap:	274.8,	2019-08-15 23:18:45
Lime:	269.7,	2019-08-15 23:42:55
Victory 3:	109.84,	2019-08-16 04:56:26
Bootcamp #1:	628.92,	2019-08-16 06:06:01
Outlet:	766.26,	2019-08-16 14:38:41
4Four:	3227.96,	2019-08-16 16:21:12
Time Eater:	723.8,	2019-08-16 17:25:38
DaMap:	251.54,	2019-08-17 14:28:57
Want_a_Cookie:	151.4,	2019-08-17 14:58:08
Axom:	164.76,	2019-08-17 15:50:19
Prison 1:	39.58,	2019-08-17 16:16:21
NUT_hardcore_race6:	345.8,	2019-08-17 16:30:31
NUT_hardcore_race1:	376.74,	2019-08-17 17:22:13
NUT_hardcore_race2:	176.72,	2019-08-17 17:38:42
NUT_hardcore_race4:	215.42,	2019-08-17 18:18:30
Zephronikon:	1093.24,	2019-08-17 18:19:41
Adragaline 2:	152.34,	2019-08-17 19:45:19
black-mountains 2:	335.52,	2019-08-17 20:41:25
Bercy:	328.26,	2019-08-17 21:13:11
CCrush:	375.04,	2019-08-17 21:53:02
brainduck:	983.28,	2019-08-18 02:37:19
DaMap 2:	322.26,	2019-08-18 15:24:43
Drunk:	178.36,	2019-08-18 15:36:12
Unisex:	329.42,	2019-08-18 15:40:39
Fall In Love:	152.42,	2019-08-18 16:05:31
Pandaland:	280.66,	2019-08-18 16:20:13
RageOne:	194.16,	2019-08-18 17:03:12
Reach Pluto:	288.32,	2019-08-18 17:33:11
NightRunner:	449.16,	2019-08-18 18:21:22
Warch Comp:	1609.4,	2019-08-18 19:52:36
No_Stuck:	115.96,	2019-08-20 10:28:51
Rollercoaster:	49.64,	2019-08-20 17:42:47
Myth:	667.44,	2019-08-20 18:15:39
double up:	388.96,	2019-08-20 19:41:01
Autumn:	399.88,	2019-08-20 20:45:03
Black:	322.06,	2019-08-20 20:59:56
Cloudy:	289.3,	2019-08-20 21:17:14
brainduck2:	2922.3,	2019-08-20 23:53:04
SL1:	164.14,	2019-08-21 10:05:15
Summer Breeze:	149.9,	2019-08-22 13:57:31
Mario_reloaded:	495.06,	2019-08-23 01:17:18
Broken space:	63.52,	2019-08-23 11:03:33
Airnade Ultra:	2010.76,	2019-08-23 20:00:19
Reload 2:	1207.44,	2019-08-24 14:18:22
Night of Spikes:	79.54,	2019-08-24 15:14:58
Hook Fever:	156.62,	2019-08-24 15:47:48
skynet4:	134.88,	2019-08-24 16:33:16
Stereotype 2:	2779.52,	2019-08-24 18:20:30
Dels 3:	680.36,	2019-08-24 19:20:08
Violet:	274.26,	2019-08-24 22:30:57
Next:	598.84,	2019-08-25 01:02:05
Kiko:	779.94,	2019-08-25 16:03:07
Vesper:	116.64,	2019-08-25 19:52:34
Red Hell:	994.28,	2019-08-25 21:17:37
GLL:	85.7,	2019-08-26 10:34:52
Old Style:	37.58,	2019-08-26 11:28:15
Let's Swing:	157.06,	2019-08-26 14:19:58
Bob:	275.88,	2019-08-26 18:11:20
Striped Clouds:	2910.06,	2019-08-27 19:17:49
Logics:	1644.54,	2019-08-28 11:27:17
DatWay:	150.32,	2019-08-28 17:29:07
DoT:	585.72,	2019-08-28 21:05:23
Fever:	1036.26,	2019-08-29 16:49:05
Equivalent Exchange 2:	166.52,	2019-08-29 20:51:03
Holy Key:	303.48,	2019-08-29 21:13:06
0 to 100:	564.32,	2019-09-02 00:36:09
Etna_1:	203.96,	2019-09-02 02:38:40
Coffee II:	187.04,	2019-09-02 17:56:54
BlackVision:	99.56,	2019-09-03 08:30:18
Falling Star:	1023.98,	2019-09-04 18:03:49
Maximum:	409.8,	2019-09-05 00:57:23
Spallok:	98.06,	2019-09-05 16:45:28
Aufnahmetest 2:	69.54,	2019-09-06 17:22:01
Solo Power:	43.68,	2019-09-07 06:34:30
Extension 2.0:	82.2,	2019-09-07 07:59:37
Sparadrap:	33.2,	2019-09-07 14:13:13
Anoix:	2282.04,	2019-09-07 17:03:02
mainstream:	797.16,	2019-09-09 00:38:14
Rovo:	618.24,	2019-09-09 16:35:20
Divinum V2:	518.82,	2019-09-09 17:46:42
SpongeBob 1:	487.92,	2019-09-09 17:58:17
Hardcore 12:	1097.92,	2019-09-10 16:27:41
StormzZ:	354.18,	2019-09-10 21:37:49
The Captive Mind:	340.1,	2019-09-10 22:27:43
Tribute 1:	367.34,	2019-09-11 01:06:14
Tylost:	500.94,	2019-09-11 01:51:41
MonkeyStyle:	1333.72,	2019-09-11 19:57:52
allthewayup:	527.0,	2019-09-12 16:09:06
Hopeless II:	20.86,	2019-09-13 14:20:50
NUT_race9:	84.9,	2019-09-13 19:01:17
Light Grey:	317.7,	2019-09-13 22:39:10
Verification 3.9:	112.06,	2019-09-14 02:39:53
NightSky3:	208.6,	2019-09-14 14:52:06
P2Z_Crungle:	256.74,	2019-09-14 15:10:45
3way:	869.0,	2019-09-14 17:42:39
AreaOfEffect:	571.0,	2019-09-15 16:16:14
garden:	150.8,	2019-09-15 16:26:40
Alpaga:	412.58,	2019-09-15 16:56:24
Chaos Factory 2:	358.8,	2019-09-15 17:24:25
Undisclosed:	533.82,	2019-09-15 19:41:44
Pisull:	380.48,	2019-09-16 17:21:07
Little Adventure:	280.1,	2019-09-16 17:31:51
Rapture:	647.76,	2019-09-16 18:16:42
Imposand:	187.86,	2019-09-16 18:16:46
Afternoon:	480.0,	2019-09-16 18:47:38
Last Chance:	819.88,	2019-09-17 14:35:28
FWYS 3:	721.68,	2019-09-18 17:21:14
Stereotype 1:	1066.32,	2019-09-18 17:58:08
DayDrive:	183.38,	2019-09-18 19:30:42
Silk Touch:	230.12,	2019-09-18 21:11:30
JungleBee:	59.14,	2019-09-19 08:25:46
Mystic River:	610.1,	2019-09-19 16:32:29
#wontfix:	753.66,	2019-09-19 18:51:52
Genericore 7:	132.96,	2019-09-20 14:41:26
MonkeyDream:	235.24,	2019-09-20 16:14:37
Just Rocketfly 1:	110.62,	2019-09-20 17:15:06
Rivendell:	425.64,	2019-09-20 17:25:25
Tetris:	646.2,	2019-09-20 18:34:50
KeeZ:	444.2,	2019-09-20 18:44:05
faye:	390.74,	2019-09-20 19:00:43
Dark Rainbow:	308.66,	2019-09-20 23:42:00
Desert Pain:	389.54,	2019-09-21 00:09:18
Amazing Drags:	158.08,	2019-09-21 11:26:06
Madness 3:	509.56,	2019-09-21 16:05:41
RON:	171.36,	2019-09-22 12:44:53
Redefined:	1378.7,	2019-09-22 15:53:52
To the moon:	39.84,	2019-09-22 23:16:47
Monster:	199.98,	2019-09-24 17:15:35
Drain-Age:	127.28,	2019-09-25 23:03:08
skynet5:	134.04,	2019-09-26 01:34:45
skynet8:	212.66,	2019-09-26 02:15:40
Apex2:	506.84,	2019-09-26 09:37:46
DayLight:	76.52,	2019-09-26 11:37:26
EaSy_HarD 4:	730.92,	2019-09-27 19:22:28
Paranoia:	533.4,	2019-09-28 02:15:29
balega:	223.26,	2019-09-28 09:05:44
Rocket Challenge:	71.66,	2019-09-28 14:53:33
BlueRift:	415.06,	2019-09-28 15:15:24
Tee Legends 3:	42.02,	2019-09-28 15:23:42
Jungle Camp:	417.38,	2019-09-28 16:56:32
Raid:	72.72,	2019-09-28 19:51:16
Jungledread:	1037.1,	2019-09-28 20:52:13
Notice 1:	523.48,	2019-09-29 01:36:36
Equalize!:	371.6,	2019-09-29 02:01:26
All at the beginning:	558.64,	2019-09-29 14:51:19
GlassBox:	40.2,	2019-10-03 01:36:11
Rocket Jump:	91.48,	2019-10-03 10:18:12
Short Con:	20.1,	2019-10-03 20:30:17
Fluff 2:	180.48,	2019-10-04 13:42:06
Lost Story 2:	816.24,	2019-10-04 14:00:09
Desoxyribonukleinsäure:	359.34,	2019-10-05 02:02:18
Magnitude:	229.58,	2019-10-05 16:03:21
Complex:	1221.28,	2019-10-06 16:21:14
Jungle Run:	41.98,	2019-10-06 16:32:25
Springlobe 3:	10499.8,	2019-10-06 18:32:36
Shadow:	418.74,	2019-10-07 01:24:27
Wasteland:	650.18,	2019-10-07 16:30:37
SavannaDrag 2:	159.28,	2019-10-07 22:51:48
ZooDrag:	292.04,	2019-10-08 02:13:02
Verification 9.0:	94.7,	2019-10-11 19:18:52
Fonders:	492.18,	2019-10-12 11:37:04
Coffee I:	245.82,	2019-10-12 15:32:54
FLAP:	1331.86,	2019-10-12 15:42:38
BSWL:	350.18,	2019-10-12 17:49:59
2 easy for u:	1230.84,	2019-10-12 18:20:17
nemesis:	1517.38,	2019-10-13 16:56:18
run_blue:	6.72,	2019-10-13 22:28:47
Victory 2:	519.36,	2019-10-14 11:39:46
Resistance:	91.2,	2019-10-14 18:46:33
Rush Clouds 2:	47.94,	2019-10-14 19:31:13
NoTeleBro:	324.74,	2019-10-14 22:07:47
Karaboudjan 3:	1124.34,	2019-10-16 14:39:25
Stereotype 3:	3669.32,	2019-10-17 16:20:43
4q:	2141.42,	2019-10-17 18:47:02
Qwertz:	358.98,	2019-10-18 02:45:14
BlueChaos:	78.36,	2019-10-19 04:06:06
Hardcore 10:	418.22,	2019-10-20 14:06:44
Honkstar:	321.12,	2019-10-22 11:16:45
Honkstar 3:	301.62,	2019-10-24 08:35:39
Jailbreak 6:	298.82,	2019-10-24 21:27:54
likeOldschool:	203.68,	2019-10-25 06:38:19
