Date,Top1,Points
"2018-07-24","Starkiller",23056
"2018-07-25","Starkiller",23056
"2018-07-26","Starkiller",23056
"2018-07-27","Starkiller",23056
"2018-07-28","Starkiller",23075
"2018-07-29","Starkiller",23075
"2018-07-30","Starkiller",23075
"2018-07-31","Starkiller",23075
"2018-08-01","Starkiller",23100
"2018-08-02","Starkiller",23100
"2018-08-03","Starkiller",23100
"2018-08-04","Starkiller",23100
"2018-08-05","Starkiller",23100
"2018-08-06","Starkiller",23100
"2018-08-07","Starkiller",23100
"2018-08-08","Starkiller",23130
"2018-08-09","Starkiller",23142
"2018-08-10","Starkiller",23142
"2018-08-11","Starkiller",23142
"2018-08-12","Starkiller",23162
"2018-08-13","Starkiller",23162
"2018-08-14","Starkiller",23162
