Date,Top1,Points
"2013-09-17","*WuDL*",910
"2013-09-18","*WuDL*",916
"2013-09-19","*WuDL*",952
"2013-09-20","*WuDL*",1000
"2013-09-21","*WuDL*",1006
"2013-09-22","*WuDL*",1006
"2013-09-23","*WuDL*",1006
"2013-09-24","*WuDL*",1006
"2013-09-25","*WuDL*",1006
"2013-09-26","*WuDL*",1006
"2013-09-27","*WuDL*",1006
"2013-09-28","*WuDL*",1006
"2013-09-29","*WuDL*",1006
"2013-09-30","*WuDL*",1006
"2013-10-01","*WuDL*",1006
"2013-10-02","*WuDL*",1006
"2013-10-03","*WuDL*",1006
"2013-10-04","*WuDL*",1006
"2013-10-05","*WuDL*",1006
"2013-10-06","*WuDL*",1006
"2013-10-07","*WuDL*",1006
"2013-10-08","Aoe",1063
"2013-10-09","Aoe",1108
"2013-10-10","Aoe",1170
"2013-10-11","Aoe",1212
"2013-10-12","Aoe",1249
"2013-10-13","Aoe",1253
"2013-10-14","Aoe",1253
"2013-10-15","Aoe",1253
"2013-10-16","Aoe",1258
"2013-10-17","Aoe",1258
"2013-10-18","Aoe",1314
"2013-10-19","Aoe",1318
"2013-10-20","Aoe",1360
"2013-10-21","Aoe",1371
"2013-10-22","Aoe",1383
"2013-10-23","Aoe",1418
"2013-10-24","Aoe",1426
"2013-10-25","Aoe",1426
"2013-10-26","Aoe",1439
"2013-10-27","Aoe",1478
"2013-10-28","Aoe",1478
"2013-10-29","Aoe",1492
"2013-10-30","Aoe",1512
"2013-10-31","Aoe",1575
"2013-11-01","Aoe",1575
"2013-11-02","Aoe",1586
"2013-11-03","Aoe",1586
"2013-11-04","Aoe",1586
"2013-11-05","Aoe",1586
"2013-11-06","Aoe",1586
"2013-11-07","Aoe",1590
"2013-11-08","Aoe",1590
"2013-11-09","Aoe",1590
"2013-11-10","Aoe",1590
"2013-11-11","Aoe",1590
"2013-11-12","Aoe",1590
"2013-11-13","Aoe",1590
"2013-11-14","Aoe",1590
"2013-11-15","Aoe",1590
"2013-11-16","Aoe",1590
"2013-11-17","Aoe",1590
"2013-11-18","Aoe",1590
"2013-11-19","Aoe",1590
"2013-11-20","Aoe",1590
"2013-11-21","Aoe",1590
"2013-11-22","Aoe",1590
"2013-11-23","Aoe",1590
"2013-11-24","Aoe",1590
"2013-11-25","Aoe",1590
"2013-11-26","Aoe",1590
"2013-11-27","Aoe",1590
"2013-11-28","Aoe",1590
"2013-11-29","Aoe",1590
"2013-11-30","Aoe",1590
"2013-12-01","Aoe",1590
"2013-12-02","Aoe",1590
"2013-12-03","Aoe",1590
"2013-12-04","Aoe",1590
"2013-12-05","Aoe",1603
"2013-12-06","Aoe",1603
"2013-12-07","Wombat",1619
"2013-12-08","Wombat",1659
"2013-12-09","Wombat",1671
"2013-12-10","Wombat",1671
"2013-12-11","Wombat",1671
"2013-12-12","Wombat",1695
"2013-12-13","Wombat",1695
"2013-12-14","Wombat",1715
"2013-12-15","Wombat",1715
"2013-12-16","Wombat",1715
"2013-12-17","Wombat",1715
"2013-12-18","Wombat",1715
"2013-12-19","Hindu",1726
"2013-12-20","Hindu",1759
"2013-12-21","Hindu",1777
"2013-12-22","Hindu",1777
"2013-12-23","Hindu",1777
"2013-12-24","Hindu",1823
"2013-12-25","Hindu",1823
"2013-12-26","Hindu",1823
"2013-12-27","Hindu",1843
"2013-12-28","Hindu",1855
"2013-12-29","Hindu",1876
"2013-12-30","Hindu",1876
"2013-12-31","Hindu",1903
"2014-01-01","Hindu",1981
"2014-01-02","Hindu",2008
"2014-01-03","Hindu",2008
"2014-01-04","Hindu",2008
"2014-01-05","Hindu",2070
"2014-01-06","Hindu",2070
"2014-01-07","Hindu",2070
"2014-01-08","Hindu",2081
"2014-01-09","Hindu",2081
"2014-01-10","Hindu",2105
"2014-01-11","Hindu",2134
"2014-01-12","Hindu",2183
"2014-01-13","Hindu",2186
"2014-01-14","Hindu",2186
"2014-01-15","Hindu",2186
"2014-01-16","Hindu",2218
"2014-01-17","Hindu",2218
"2014-01-18","Hindu",2238
"2014-01-19","Hindu",2238
"2014-01-20","Hindu",2238
"2014-01-21","Hindu",2266
"2014-01-22","Hindu",2266
"2014-01-23","Hindu",2266
"2014-01-24","Hindu",2297
"2014-01-25","Hindu",2297
"2014-01-26","Hindu",2318
"2014-01-27","Hindu",2318
"2014-01-28","Hindu",2336
"2014-01-29","Hindu",2353
"2014-01-30","Hindu",2353
"2014-01-31","Hindu",2353
"2014-02-01","Hindu",2364
"2014-02-02","Hindu",2364
"2014-02-03","Hindu",2364
"2014-02-04","Hindu",2364
"2014-02-05","Hindu",2370
"2014-02-06","Hindu",2370
"2014-02-07","Hindu",2370
"2014-02-08","Hindu",2370
"2014-02-09","Hindu",2381
"2014-02-10","Hindu",2402
"2014-02-11","Hindu",2402
"2014-02-12","Hindu",2402
"2014-02-13","Hindu",2402
"2014-02-14","aMu",2442
"2014-02-15","aMu",2442
"2014-02-16","aMu",2485
"2014-02-17","aMu",2485
"2014-02-18","aMu",2497
"2014-02-19","aMu",2523
"2014-02-20","aMu",2523
"2014-02-21","aMu",2526
"2014-02-22","aMu",2545
"2014-02-23","aMu",2545
"2014-02-24","aMu",2545
"2014-02-25","aMu",2545
"2014-02-26","aMu",2579
"2014-02-27","aMu",2579
"2014-02-28","aMu",2597
"2014-03-01","aMu",2617
"2014-03-02","aMu",2635
"2014-03-03","aMu",2635
"2014-03-04","aMu",2635
"2014-03-05","aMu",2635
"2014-03-06","aMu",2635
"2014-03-07","aMu",2635
"2014-03-08","aMu",2635
"2014-03-09","aMu",2656
"2014-03-10","aMu",2656
"2014-03-11","aMu",2668
"2014-03-12","aMu",2671
"2014-03-13","aMu",2695
"2014-03-14","aMu",2695
"2014-03-15","aMu",2695
"2014-03-16","aMu",2746
"2014-03-17","aMu",2762
"2014-03-18","aMu",2777
"2014-03-19","aMu",2798
"2014-03-20","aMu",2880
"2014-03-21","aMu",2883
"2014-03-22","aMu",2899
"2014-03-23","aMu",2925
"2014-03-24","aMu",2925
"2014-03-25","aMu",2925
"2014-03-26","aMu",2925
"2014-03-27","aMu",2925
"2014-03-28","aMu",2947
"2014-03-29","aMu",2953
"2014-03-30","aMu",2998
"2014-03-31","aMu",3014
"2014-04-01","aMu",3032
"2014-04-02","aMu",3032
"2014-04-03","aMu",3041
"2014-04-04","aMu",3054
"2014-04-05","aMu",3054
"2014-04-06","aMu",3057
"2014-04-07","aMu",3064
"2014-04-08","aMu",3104
"2014-04-09","aMu",3104
"2014-04-10","aMu",3104
"2014-04-11","aMu",3104
"2014-04-12","aMu",3104
"2014-04-13","aMu",3104
"2014-04-14","aMu",3104
"2014-04-15","aMu",3104
"2014-04-16","aMu",3147
"2014-04-17","aMu",3147
"2014-04-18","aMu",3167
"2014-04-19","aMu",3167
"2014-04-20","aMu",3227
"2014-04-21","aMu",3260
"2014-04-22","aMu",3288
"2014-04-23","aMu",3288
"2014-04-24","aMu",3309
"2014-04-25","milk",3358
"2014-04-26","aMu",3379
"2014-04-27","milk",3462
"2014-04-28","milk",3495
"2014-04-29","milk",3516
"2014-04-30","milk",3516
"2014-05-01","milk",3516
"2014-05-02","milk",3516
"2014-05-03","milk",3516
"2014-05-04","milk",3516
"2014-05-05","milk",3550
"2014-05-06","milk",3550
"2014-05-07","milk",3550
"2014-05-08","milk",3550
"2014-05-09","milk",3550
"2014-05-10","milk",3582
"2014-05-11","milk",3671
"2014-05-12","milk",3706
"2014-05-13","milk",3706
"2014-05-14","milk",3718
"2014-05-15","milk",3768
"2014-05-16","milk",3805
"2014-05-17","milk",3805
"2014-05-18","milk",3860
"2014-05-19","milk",3879
"2014-05-20","milk",4005
"2014-05-21","milk",4032
"2014-05-22","milk",4072
"2014-05-23","milk",4085
"2014-05-24","milk",4142
"2014-05-25","milk",4196
"2014-05-26","milk",4229
"2014-05-27","milk",4271
"2014-05-28","milk",4383
"2014-05-29","milk",4459
"2014-05-30","milk",4470
"2014-05-31","milk",4533
"2014-06-01","milk",4570
"2014-06-02","milk",4570
"2014-06-03","milk",4570
"2014-06-04","milk",4570
"2014-06-05","milk",4570
"2014-06-06","milk",4618
"2014-06-07","milk",4720
"2014-06-08","milk",4787
"2014-06-09","milk",4824
"2014-06-10","milk",4854
"2014-06-11","milk",4885
"2014-06-12","milk",4939
"2014-06-13","milk",5022
"2014-06-14","milk",5066
"2014-06-15","milk",5142
"2014-06-16","milk",5142
"2014-06-17","milk",5169
"2014-06-18","milk",5240
"2014-06-19","milk",5240
"2014-06-20","milk",5256
"2014-06-21","milk",5256
"2014-06-22","milk",5290
"2014-06-23","milk",5307
"2014-06-24","milk",5315
"2014-06-25","milk",5336
"2014-06-26","milk",5348
"2014-06-27","milk",5409
"2014-06-28","milk",5409
"2014-06-29","milk",5409
"2014-06-30","milk",5409
"2014-07-01","milk",5409
"2014-07-02","milk",5430
"2014-07-03","milk",5460
"2014-07-04","milk",5548
"2014-07-05","milk",5570
"2014-07-06","milk",5598
"2014-07-07","milk",5607
"2014-07-08","milk",5607
"2014-07-09","milk",5625
"2014-07-10","milk",5629
"2014-07-11","milk",5629
"2014-07-12","milk",5673
"2014-07-13","milk",5722
"2014-07-14","milk",5722
"2014-07-15","milk",5743
"2014-07-16","milk",5751
"2014-07-17","milk",5787
"2014-07-18","milk",5883
"2014-07-19","milk",5891
"2014-07-20","milk",5915
"2014-07-21","milk",5965
"2014-07-22","milk",5965
"2014-07-23","milk",5985
"2014-07-24","milk",5985
"2014-07-25","milk",5985
"2014-07-26","milk",6015
"2014-07-27","milk",6015
"2014-07-28","milk",6015
"2014-07-29","milk",6015
"2014-07-30","milk",6028
"2014-07-31","milk",6028
"2014-08-01","milk",6062
"2014-08-02","milk",6100
"2014-08-03","milk",6113
"2014-08-04","milk",6113
"2014-08-05","milk",6113
"2014-08-06","milk",6125
"2014-08-07","milk",6125
"2014-08-08","milk",6125
"2014-08-09","milk",6125
"2014-08-10","milk",6171
"2014-08-11","milk",6179
"2014-08-12","milk",6194
"2014-08-13","milk",6209
"2014-08-14","milk",6220
"2014-08-15","milk",6220
"2014-08-16","milk",6233
"2014-08-17","milk",6246
"2014-08-18","milk",6246
"2014-08-19","milk",6246
"2014-08-20","milk",6246
"2014-08-21","milk",6255
"2014-08-22","milk",6278
"2014-08-23","milk",6278
"2014-08-24","milk",6278
"2014-08-25","milk",6290
"2014-08-26","milk",6290
"2014-08-27","milk",6338
"2014-08-28","milk",6362
"2014-08-29","milk",6410
"2014-08-30","milk",6410
"2014-08-31","milk",6421
"2014-09-01","milk",6492
"2014-09-02","milk",6525
"2014-09-03","milk",6525
"2014-09-04","milk",6546
"2014-09-05","milk",6567
"2014-09-06","milk",6588
"2014-09-07","milk",6601
"2014-09-08","milk",6601
"2014-09-09","milk",6618
"2014-09-10","milk",6639
"2014-09-11","milk",6684
"2014-09-12","milk",6711
"2014-09-13","milk",6735
"2014-09-14","milk",6753
"2014-09-15","milk",6810
"2014-09-16","milk",6810
"2014-09-17","milk",6810
"2014-09-18","milk",6810
"2014-09-19","milk",6818
"2014-09-20","milk",6827
"2014-09-21","milk",6840
"2014-09-22","milk",6840
"2014-09-23","milk",6840
"2014-09-24","milk",6840
"2014-09-25","milk",6840
"2014-09-26","milk",6858
"2014-09-27","milk",6858
"2014-09-28","milk",6950
"2014-09-29","milk",6954
"2014-09-30","milk",6999
"2014-10-01","milk",7017
"2014-10-02","milk",7017
"2014-10-03","milk",7063
"2014-10-04","milk",7079
"2014-10-05","milk",7097
"2014-10-06","milk",7100
"2014-10-07","milk",7100
"2014-10-08","milk",7100
"2014-10-09","milk",7100
"2014-10-10","milk",7124
"2014-10-11","milk",7124
"2014-10-12","milk",7124
"2014-10-13","milk",7124
"2014-10-14","milk",7124
"2014-10-15","milk",7124
"2014-10-16","milk",7124
"2014-10-17","milk",7124
"2014-10-18","milk",7124
"2014-10-19","milk",7124
"2014-10-20","milk",7124
"2014-10-21","milk",7124
"2014-10-22","milk",7124
"2014-10-23","milk",7124
"2014-10-24","milk",7124
"2014-10-25","milk",7124
"2014-10-26","milk",7124
"2014-10-27","milk",7124
"2014-10-28","milk",7124
"2014-10-29","milk",7124
"2014-10-30","milk",7124
"2014-10-31","milk",7124
"2014-11-01","milk",7124
"2014-11-02","milk",7124
"2014-11-03","milk",7124
"2014-11-04","milk",7124
"2014-11-05","milk",7124
"2014-11-06","milk",7124
"2014-11-07","milk",7124
"2014-11-08","milk",7151
"2014-11-09","milk",7151
"2014-11-10","milk",7151
"2014-11-11","milk",7151
"2014-11-12","milk",7151
"2014-11-13","milk",7151
"2014-11-14","milk",7151
"2014-11-15","milk",7151
"2014-11-16","milk",7151
"2014-11-17","milk",7151
"2014-11-18","milk",7151
"2014-11-19","milk",7151
"2014-11-20","milk",7151
"2014-11-21","milk",7151
"2014-11-22","milk",7151
"2014-11-23","milk",7151
"2014-11-24","milk",7151
"2014-11-25","milk",7151
"2014-11-26","gB. | Kayumi",7169
"2014-11-27","gB. | Kayumi",7199
"2014-11-28","gB. | Kayumi",7225
"2014-11-29","gB. | Kayumi",7267
"2014-11-30","gB. | Kayumi",7321
"2014-12-01","gB. | Kayumi",7345
"2014-12-02","gB. | Kayumi",7363
"2014-12-03","gB. | Kayumi",7371
"2014-12-04","gB. | Kayumi",7371
"2014-12-05","gB. | Kayumi",7371
"2014-12-06","gB. | Kayumi",7371
"2014-12-07","gB. | Kayumi",7371
"2014-12-08","gB. | Kayumi",7371
"2014-12-09","gB. | Kayumi",7381
"2014-12-10","gB. | Kayumi",7419
"2014-12-11","gB. | Kayumi",7448
"2014-12-12","gB. | Kayumi",7461
"2014-12-13","gB. | Kayumi",7508
"2014-12-14","gB. | Kayumi",7532
"2014-12-15","gB. | Kayumi",7532
"2014-12-16","gB. | Kayumi",7532
"2014-12-17","gB. | Kayumi",7532
"2014-12-18","gB. | Kayumi",7532
"2014-12-19","gB. | Kayumi",7585
"2014-12-20","gB. | Kayumi",7612
"2014-12-21","gB. | Kayumi",7633
"2014-12-22","gB. | Kayumi",7712
"2014-12-23","gB. | Kayumi",7756
"2014-12-24","gB. | Kayumi",7798
"2014-12-25","gB. | Kayumi",7798
"2014-12-26","gB. | Kayumi",7804
"2014-12-27","gB. | Kayumi",7804
"2014-12-28","gB. | Kayumi",7804
"2014-12-29","gB. | Kayumi",7804
"2014-12-30","gB. | Kayumi",7804
"2014-12-31","gB. | Kayumi",7804
"2015-01-01","gB. | Kayumi",7804
"2015-01-02","gB. | Kayumi",7804
"2015-01-03","gB. | Kayumi",7804
"2015-01-04","gB. | Kayumi",7804
"2015-01-05","gB. | Kayumi",7804
"2015-01-06","gB. | Kayumi",7865
"2015-01-07","gB. | Kayumi",7874
"2015-01-08","gB. | Kayumi",7882
"2015-01-09","gB. | Kayumi",7898
"2015-01-10","gB. | Kayumi",7956
"2015-01-11","gB. | Kayumi",7998
"2015-01-12","gB. | Kayumi",8058
"2015-01-13","gB. | Kayumi",8074
"2015-01-14","gB. | Kayumi",8074
"2015-01-15","gB. | Kayumi",8100
"2015-01-16","gB. | Kayumi",8142
"2015-01-17","gB. | Kayumi",8168
"2015-01-18","gB. | Kayumi",8168
"2015-01-19","gB. | Kayumi",8168
"2015-01-20","gB. | Kayumi",8201
"2015-01-21","gB. | Kayumi",8234
"2015-01-22","gB. | Kayumi",8234
"2015-01-23","gB. | Kayumi",8245
"2015-01-24","gB. | Kayumi",8245
"2015-01-25","gB. | Kayumi",8286
"2015-01-26","gB. | Kayumi",8313
"2015-01-27","gB. | Kayumi",8361
"2015-01-28","gB. | Kayumi",8404
"2015-01-29","gB. | Kayumi",8442
"2015-01-30","gB. | Kayumi",8473
"2015-01-31","gB. | Kayumi",8485
"2015-02-01","gB. | Kayumi",8531
"2015-02-02","gB. | Kayumi",8531
"2015-02-03","gB. | Kayumi",8567
"2015-02-04","gB. | Kayumi",8567
"2015-02-05","gB. | Kayumi",8597
"2015-02-06","gB. | Kayumi",8599
"2015-02-07","gB. | Kayumi",8599
"2015-02-08","gB. | Kayumi",8599
"2015-02-09","gB. | Kayumi",8599
"2015-02-10","gB. | Kayumi",8599
"2015-02-11","gB. | Kayumi",8617
"2015-02-12","gB. | Kayumi",8617
"2015-02-13","gB. | Kayumi",8627
"2015-02-14","gB. | Kayumi",8648
"2015-02-15","gB. | Kayumi",8671
"2015-02-16","gB. | Kayumi",8671
"2015-02-17","gB. | Kayumi",8714
"2015-02-18","gB. | Kayumi",8785
"2015-02-19","gB. | Kayumi",8785
"2015-02-20","gB. | Kayumi",8785
"2015-02-21","gB. | Kayumi",8785
"2015-02-22","gB. | Kayumi",8785
"2015-02-23","gB. | Kayumi",8794
"2015-02-24","gB. | Kayumi",8818
"2015-02-25","gB. | Kayumi",8818
"2015-02-26","gB. | Kayumi",8818
"2015-02-27","gB. | Kayumi",8839
"2015-02-28","gB. | Kayumi",8847
"2015-03-01","gB. | Kayumi",8847
"2015-03-02","gB. | Kayumi",8847
"2015-03-03","gB. | Kayumi",8847
"2015-03-04","gB. | Kayumi",8857
"2015-03-05","gB. | Kayumi",8857
"2015-03-06","gB. | Kayumi",8857
"2015-03-07","gB. | Kayumi",8869
"2015-03-08","gB. | Kayumi",8869
"2015-03-09","gB. | Kayumi",8869
"2015-03-10","gB. | Kayumi",8869
"2015-03-11","gB. | Kayumi",8869
"2015-03-12","gB. | Kayumi",8869
"2015-03-13","gB. | Kayumi",8869
"2015-03-14","gB. | Kayumi",8869
"2015-03-15","gB. | Kayumi",8869
"2015-03-16","gB. | Kayumi",8869
"2015-03-17","gB. | Kayumi",8869
"2015-03-18","gB. | Kayumi",8869
"2015-03-19","gB. | Kayumi",8869
"2015-03-20","gB. | Kayumi",8869
"2015-03-21","gB. | Kayumi",8882
"2015-03-22","gB. | Kayumi",8899
"2015-03-23","gB. | Kayumi",8899
"2015-03-24","gB. | Kayumi",8899
"2015-03-25","milk",8955
"2015-03-26","milk",8957
"2015-03-27","milk",9146
"2015-03-28","milk",9225
"2015-03-29","milk",9291
"2015-03-30","milk",9349
"2015-03-31","milk",9393
"2015-04-01","milk",9393
"2015-04-02","milk",9401
"2015-04-03","milk",9401
"2015-04-04","milk",9466
"2015-04-05","milk",9514
"2015-04-06","milk",9603
"2015-04-07","milk",9603
"2015-04-08","milk",9693
"2015-04-09","milk",9771
"2015-04-10","milk",9771
"2015-04-11","milk",9771
"2015-04-12","milk",9771
"2015-04-13","milk",9810
"2015-04-14","milk",9810
"2015-04-15","milk",9810
"2015-04-16","milk",9849
"2015-04-17","milk",9907
"2015-04-18","milk",10034
"2015-04-19","milk",10105
"2015-04-20","milk",10129
"2015-04-21","milk",10149
"2015-04-22","milk",10250
"2015-04-23","milk",10294
"2015-04-24","milk",10310
"2015-04-25","milk",10362
"2015-04-26","milk",10410
"2015-04-27","milk",10476
"2015-04-28","milk",10560
"2015-04-29","milk",10620
"2015-04-30","milk",10679
"2015-05-01","milk",10720
"2015-05-02","milk",10800
"2015-05-03","milk",10800
"2015-05-04","milk",10881
"2015-05-05","milk",10944
"2015-05-06","milk",10996
"2015-05-07","milk",11044
"2015-05-08","milk",11062
"2015-05-09","milk",11106
"2015-05-10","milk",11126
"2015-05-11","milk",11139
"2015-05-12","milk",11166
"2015-05-13","milk",11209
"2015-05-14","milk",11222
"2015-05-15","milk",11337
"2015-05-16","milk",11385
"2015-05-17","milk",11397
"2015-05-18","milk",11410
"2015-05-19","milk",11413
"2015-05-20","milk",11422
"2015-05-21","milk",11434
"2015-05-22","milk",11478
"2015-05-23","milk",11530
"2015-05-24","milk",11557
"2015-05-25","milk",11629
"2015-05-26","milk",11762
"2015-05-27","milk",11799
"2015-05-28","milk",11846
"2015-05-29","milk",11878
"2015-05-30","milk",11894
"2015-05-31","milk",11923
"2015-06-01","milk",11943
"2015-06-02","milk",11975
"2015-06-03","milk",11986
"2015-06-04","milk",12086
"2015-06-05","milk",12161
"2015-06-06","milk",12245
"2015-06-07","milk",12342
"2015-06-08","milk",12443
"2015-06-09","milk",12515
"2015-06-10","milk",12579
"2015-06-11","milk",12643
"2015-06-12","milk",12676
"2015-06-13","milk",12784
"2015-06-14","milk",12784
"2015-06-15","milk",12871
"2015-06-16","milk",12905
"2015-06-17","milk",12905
"2015-06-18","milk",12944
"2015-06-19","milk",12944
"2015-06-20","milk",12996
"2015-06-21","milk",13041
"2015-06-22","milk",13068
"2015-06-23","milk",13098
"2015-06-24","milk",13158
"2015-06-25","milk",13158
"2015-06-26","milk",13310
"2015-06-27","milk",13370
"2015-06-28","milk",13441
"2015-06-29","milk",13513
"2015-06-30","milk",13513
"2015-07-01","milk",13533
"2015-07-02","milk",13713
"2015-07-03","milk",13798
"2015-07-04","milk",13955
"2015-07-05","milk",13955
"2015-07-06","milk",13979
"2015-07-07","milk",14079
"2015-07-08","milk",14188
"2015-07-09","milk",14225
"2015-07-10","milk",14311
"2015-07-11","milk",14394
"2015-07-12","milk",14394
"2015-07-13","milk",14496
"2015-07-14","milk",14567
"2015-07-15","milk",14723
"2015-07-16","milk",14858
"2015-07-17","milk",14890
"2015-07-18","milk",14934
"2015-07-19","milk",14979
"2015-07-20","milk",15111
"2015-07-21","milk",15130
"2015-07-22","milk",15184
"2015-07-23","milk",15215
"2015-07-24","milk",15264
"2015-07-25","milk",15327
"2015-07-26","milk",15344
"2015-07-27","milk",15358
"2015-07-28","milk",15360
"2015-07-29","milk",15360
"2015-07-30","milk",15384
"2015-07-31","milk",15486
"2015-08-01","milk",15516
"2015-08-02","milk",15533
"2015-08-03","milk",15537
"2015-08-04","milk",15537
"2015-08-05","milk",15537
"2015-08-06","milk",15553
"2015-08-07","milk",15553
"2015-08-08","milk",15569
"2015-08-09","milk",15614
"2015-08-10","milk",15716
"2015-08-11","milk",15720
"2015-08-12","milk",15720
"2015-08-13","milk",15720
"2015-08-14","milk",15720
"2015-08-15","milk",15736
"2015-08-16","milk",15736
"2015-08-17","milk",15736
"2015-08-18","milk",15736
"2015-08-19","milk",15736
"2015-08-20","milk",15736
"2015-08-21","milk",15736
"2015-08-22","milk",15736
"2015-08-23","milk",15736
"2015-08-24","milk",15736
"2015-08-25","milk",15736
"2015-08-26","milk",15736
"2015-08-27","milk",15736
"2015-08-28","milk",15736
"2015-08-29","milk",15736
"2015-08-30","milk",15736
"2015-08-31","milk",15736
"2015-09-01","milk",15736
"2015-09-02","milk",15736
"2015-09-03","milk",15736
"2015-09-04","milk",15736
"2015-09-05","milk",15736
"2015-09-06","milk",15736
"2015-09-07","milk",15786
"2015-09-08","milk",15854
"2015-09-09","milk",15866
"2015-09-10","milk",15905
"2015-09-11","milk",15930
"2015-09-12","milk",15930
"2015-09-13","milk",15981
"2015-09-14","milk",16021
"2015-09-15","milk",16068
"2015-09-16","milk",16068
"2015-09-17","milk",16068
"2015-09-18","milk",16089
"2015-09-19","milk",16151
"2015-09-20","milk",16175
"2015-09-21","milk",16258
"2015-09-22","milk",16353
"2015-09-23","milk",16367
"2015-09-24","milk",16440
"2015-09-25","milk",16499
"2015-09-26","milk",16557
"2015-09-27","milk",16557
"2015-09-28","milk",16593
"2015-09-29","milk",16721
"2015-09-30","milk",16795
"2015-10-01","milk",16815
"2015-10-02","milk",16823
"2015-10-03","milk",16829
"2015-10-04","milk",16894
"2015-10-05","milk",16894
"2015-10-06","milk",16908
"2015-10-07","milk",16964
"2015-10-08","milk",16974
"2015-10-09","milk",16986
"2015-10-10","milk",16992
"2015-10-11","milk",17004
"2015-10-12","milk",17028
"2015-10-13","milk",17038
"2015-10-14","milk",17038
"2015-10-15","milk",17050
"2015-10-16","milk",17062
"2015-10-17","milk",17062
"2015-10-18","milk",17062
"2015-10-19","milk",17062
"2015-10-20","milk",17072
"2015-10-21","milk",17072
"2015-10-22","milk",17072
"2015-10-23","milk",17092
"2015-10-24","milk",17092
"2015-10-25","milk",17092
"2015-10-26","milk",17092
"2015-10-27","milk",17092
"2015-10-28","milk",17119
"2015-10-29","milk",17131
"2015-10-30","milk",17131
"2015-10-31","milk",17142
"2015-11-01","milk",17142
"2015-11-02","milk",17142
"2015-11-03","milk",17142
"2015-11-04","milk",17142
"2015-11-05","milk",17142
"2015-11-06","milk",17150
"2015-11-07","milk",17150
"2015-11-08","milk",17174
"2015-11-09","milk",17198
"2015-11-10","milk",17198
"2015-11-11","milk",17198
"2015-11-12","milk",17202
"2015-11-13","milk",17202
"2015-11-14","milk",17202
"2015-11-15","milk",17202
"2015-11-16","milk",17202
"2015-11-17","milk",17202
"2015-11-18","milk",17202
"2015-11-19","milk",17202
"2015-11-20","milk",17202
"2015-11-21","milk",17202
"2015-11-22","milk",17202
"2015-11-23","milk",17202
"2015-11-24","milk",17202
"2015-11-25","milk",17202
"2015-11-26","milk",17239
"2015-11-27","milk",17248
"2015-11-28","milk",17276
"2015-11-29","milk",17276
"2015-11-30","milk",17276
"2015-12-01","milk",17276
"2015-12-02","milk",17276
"2015-12-03","milk",17276
"2015-12-04","milk",17276
"2015-12-05","milk",17276
"2015-12-06","milk",17276
"2015-12-07","milk",17351
"2015-12-08","milk",17375
"2015-12-09","milk",17386
"2015-12-10","milk",17386
"2015-12-11","milk",17386
"2015-12-12","milk",17386
"2015-12-13","milk",17386
"2015-12-14","milk",17386
"2015-12-15","milk",17386
"2015-12-16","milk",17386
"2015-12-17","milk",17405
"2015-12-18","milk",17405
"2015-12-19","milk",17405
"2015-12-20","milk",17405
"2015-12-21","milk",17405
"2015-12-22","milk",17405
"2015-12-23","milk",17405
"2015-12-24","milk",17405
"2015-12-25","milk",17405
"2015-12-26","milk",17405
"2015-12-27","milk",17405
"2015-12-28","milk",17405
"2015-12-29","milk",17405
"2015-12-30","milk",17405
"2015-12-31","milk",17405
"2016-01-01","milk",17405
"2016-01-02","milk",17405
"2016-01-03","milk",17405
"2016-01-04","milk",17405
"2016-01-05","milk",17405
"2016-01-06","milk",17405
"2016-01-07","milk",17405
"2016-01-08","milk",17405
"2016-01-09","milk",17405
"2016-01-10","milk",17405
"2016-01-11","milk",17416
"2016-01-12","milk",17416
"2016-01-13","milk",17416
"2016-01-14","milk",17416
"2016-01-15","milk",17416
"2016-01-16","milk",17437
"2016-01-17","milk",17437
"2016-01-18","milk",17437
"2016-01-19","milk",17437
"2016-01-20","milk",17437
"2016-01-21","milk",17437
"2016-01-22","milk",17437
"2016-01-23","milk",17437
"2016-01-24","milk",17437
"2016-01-25","milk",17437
"2016-01-26","milk",17437
"2016-01-27","milk",17437
"2016-01-28","milk",17437
"2016-01-29","milk",17437
"2016-01-30","milk",17437
"2016-01-31","milk",17437
"2016-02-01","milk",17437
"2016-02-02","milk",17437
"2016-02-03","milk",17461
"2016-02-04","milk",17461
"2016-02-05","milk",17461
"2016-02-06","milk",17461
"2016-02-07","milk",17461
"2016-02-08","milk",17461
"2016-02-09","milk",17461
"2016-02-10","milk",17461
"2016-02-11","milk",17461
"2016-02-12","milk",17461
"2016-02-13","milk",17461
"2016-02-14","milk",17461
"2016-02-15","milk",17461
"2016-02-16","milk",17461
"2016-02-17","milk",17461
"2016-02-18","milk",17461
"2016-02-19","milk",17461
"2016-02-20","milk",17461
"2016-02-21","milk",17461
"2016-02-22","milk",17461
"2016-02-23","milk",17461
"2016-02-24","milk",17461
"2016-02-25","milk",17461
"2016-02-26","milk",17461
"2016-02-27","milk",17461
"2016-02-28","milk",17461
"2016-02-29","milk",17461
"2016-03-01","milk",17461
"2016-03-02","milk",17461
"2016-03-03","milk",17461
"2016-03-04","milk",17468
"2016-03-05","milk",17468
"2016-03-06","milk",17468
"2016-03-07","milk",17468
"2016-03-08","milk",17468
"2016-03-09","milk",17468
"2016-03-10","milk",17468
"2016-03-11","milk",17468
"2016-03-12","milk",17468
"2016-03-13","milk",17468
"2016-03-14","milk",17468
